order_id,user_id,order_date,category,revenue,discount,cost
13102,657,2025-09-20,fashion,38.17,0.19,19.97
13103,3201,2025-03-16,home,52.81,0.21,27.08
13104,31,2025-06-19,sports,27.92,0.11,18.89
13105,4882,2025-09-11,beauty,21.97,3.85,9.11
13106,3204,2024-06-16,fashion,13.19,0.04,5.34
13107,1525,2025-06-30,home,56.62,1.13,30.63
13108,4416,2026-04-25,sports,16.43,2.87,10.26
13109,625,2024-12-25,electronics,78.73,10.41,53.77
13110,4456,2025-06-18,beauty,15.38,0.52,9.25
13111,2929,2024-09-08,electronics,61.62,3.11,35.19
13112,869,2024-07-21,home,141.52,17.47,93.74
13113,4759,2026-03-14,beauty,154.84,1.47,100.31
13114,2551,2024-06-29,sports,90.76,6.11,61.14
13115,3075,2025-08-30,beauty,68.49,12.95,40.17
13116,1913,2025-11-26,sports,41.55,7.29,26.02
13117,3215,2025-01-27,home,29.68,0.87,19.56
13118,2231,2026-03-26,electronics,142.13,5.6,86.89
13119,703,2024-12-10,electronics,82.12,3.33,56.38
13120,1289,2025-07-28,sports,80.69,3.93,50.19
13121,2156,2025-07-11,home,155.86,23.49,71.01
13122,3499,2024-10-23,home,68.62,0.91,37.26
13123,2856,2026-01-23,beauty,58.52,3.66,24.07
13124,2290,2024-10-07,beauty,55.81,5.42,23.62
13125,2044,2026-02-08,beauty,75.83,10.93,34.45
13126,963,2024-08-27,fashion,18.07,0.3,7.33
13127,2134,2024-09-01,electronics,20.8,1.06,13.83
13128,1001,2025-02-07,beauty,17.68,1.25,7.53
13129,681,2026-03-02,electronics,27.23,0.59,14.31
13130,2619,2026-01-08,home,49.58,3.22,32.51
13131,2723,2025-03-03,beauty,96.35,17.3,38.57
13132,3723,2025-06-02,fashion,83.01,14.93,54.98
13133,3333,2025-07-02,beauty,11.22,1.92,4.52
13134,3179,2026-01-07,sports,33.08,3.1,20.58
13135,1051,2025-03-15,fashion,16.24,0.2,10.1
13136,833,2025-08-13,beauty,43.35,7.49,26.19
13137,4156,2025-01-01,home,27.28,0.92,17.48
13138,2850,2025-11-13,sports,78.19,8.11,54.63
13139,2717,2025-06-28,fashion,63.27,8.18,29.6
13140,3483,2024-12-29,fashion,44.78,1.56,31.23
13141,1247,2025-03-25,electronics,46.0,2.82,18.62
13142,1708,2025-06-07,beauty,119.52,3.32,56.94
13143,1236,2024-06-26,home,46.6,8.68,24.56
13144,4578,2026-03-20,electronics,47.63,8.12,25.31
13145,1533,2025-03-16,sports,54.81,3.7,34.0
13146,3901,2025-02-04,sports,148.34,15.37,68.44
13147,2651,2025-12-19,electronics,37.14,3.88,21.57
13148,1913,2025-03-02,home,13.4,2.13,8.12
13149,3407,2026-05-09,sports,65.86,9.53,34.25
13150,1668,2025-07-23,fashion,39.6,4.85,17.83
13151,4354,2026-02-07,fashion,71.31,10.55,33.61
13152,4222,2025-11-13,fashion,35.36,4.96,23.43
13153,95,2026-04-12,electronics,1.25,0.13,0.84
13154,2293,2026-04-18,beauty,37.91,2.91,24.06
13155,1220,2026-05-17,home,72.95,9.56,43.42
13156,4998,2026-04-02,home,112.52,16.72,65.32
13157,235,2025-09-21,fashion,110.65,17.38,66.4
13158,3549,2025-06-27,home,25.98,1.56,11.91
13159,4965,2024-09-11,fashion,124.49,10.79,62.15
13160,643,2025-01-11,electronics,36.51,4.6,21.65
13161,3353,2025-11-30,sports,88.26,2.91,37.51
13162,2033,2025-07-24,electronics,85.13,8.37,45.25
13163,1114,2026-01-02,home,11.79,1.14,7.01
13164,4585,2025-10-25,beauty,22.23,0.94,11.2
13165,1955,2024-07-02,home,129.27,24.49,83.36
13166,2832,2024-10-08,electronics,18.55,1.13,7.87
13167,296,2025-04-30,fashion,21.02,2.43,13.23
13168,1257,2026-04-12,electronics,102.24,5.36,48.61
13169,2795,2024-12-04,beauty,22.69,2.58,12.54
13170,102,2025-11-10,home,54.44,9.15,22.66
13171,3798,2024-10-04,fashion,125.69,9.1,84.47
13172,4983,2025-03-20,electronics,253.31,24.66,156.99
13173,1708,2025-07-07,sports,34.9,3.62,18.36
13174,1873,2024-07-10,fashion,41.93,4.74,26.1
13175,732,2024-12-22,beauty,14.67,1.28,8.24
13176,3334,2025-09-07,beauty,52.53,6.46,36.42
13177,3521,2026-01-12,fashion,51.99,1.22,33.34
13178,1763,2025-12-08,sports,69.62,9.06,30.54
13179,2435,2025-05-16,electronics,50.14,9.91,28.73
13180,4126,2025-03-22,electronics,71.14,1.27,47.3
13181,3072,2024-11-23,beauty,86.66,6.56,60.0
13182,4201,2026-01-15,fashion,95.3,18.24,46.87
13183,918,2024-08-24,fashion,109.02,8.73,73.64
13184,282,2024-11-13,beauty,83.33,0.51,53.29
13185,1569,2026-06-01,fashion,60.89,5.95,29.41
13186,3186,2025-04-05,sports,49.89,6.04,26.04
13187,1081,2025-10-25,fashion,13.65,1.51,7.49
13188,2440,2024-09-07,sports,45.47,5.49,22.04
13189,4126,2025-01-14,beauty,14.26,1.03,9.52
13190,4458,2026-04-28,sports,42.08,3.21,27.62
13191,2505,2025-10-15,fashion,175.95,25.23,113.51
13192,1078,2025-11-25,home,117.27,1.77,50.51
13193,1585,2025-08-13,home,30.66,3.72,14.09
13194,439,2026-05-15,sports,103.45,16.82,55.9
13195,925,2026-05-25,sports,55.49,7.13,24.83
13196,2696,2025-05-30,beauty,127.5,6.93,89.1
13197,4691,2026-04-27,beauty,83.97,6.87,35.9
13198,1081,2025-07-30,beauty,20.9,1.79,11.19
13199,3159,2024-10-29,fashion,29.06,4.49,18.22
13200,2163,2025-01-08,sports,38.81,3.16,23.82
13201,3693,2026-05-24,electronics,27.15,2.91,12.22
13202,1462,2025-11-25,home,156.46,28.75,63.51
13203,3940,2025-03-13,electronics,61.96,5.3,41.38
13204,255,2026-05-06,home,64.0,5.31,29.22
13205,3921,2025-02-28,beauty,24.14,3.69,12.52
13206,2416,2025-04-15,home,61.15,4.87,36.61
13207,1439,2025-09-16,electronics,8.97,0.6,4.83
13208,110,2025-05-06,sports,26.77,4.48,14.14
13209,1126,2025-01-16,sports,42.98,7.49,26.2
13210,3144,2025-02-11,fashion,11.01,1.16,5.85
13211,2628,2024-11-11,home,90.27,10.14,37.56
13212,2680,2024-07-17,sports,33.51,3.91,20.13
13213,4261,2025-09-09,fashion,96.38,3.41,50.16
13214,1688,2025-07-24,fashion,19.16,1.9,11.22
13215,260,2025-12-13,home,31.38,3.87,13.49
13216,2775,2025-03-09,fashion,24.58,0.31,15.37
13217,4503,2026-03-25,sports,18.5,1.0,10.19
13218,2590,2025-10-04,beauty,32.11,3.0,18.49
13219,4811,2024-09-19,beauty,69.7,1.34,33.46
13220,85,2025-05-18,sports,35.07,5.73,16.71
13221,316,2026-02-23,sports,152.48,11.43,87.83
13222,4494,2025-06-04,beauty,22.41,0.03,13.73
13223,3431,2025-08-30,sports,25.65,3.91,10.44
13224,3118,2026-02-21,fashion,79.84,14.16,46.13
13225,1811,2026-02-21,fashion,62.82,7.86,29.12
13226,2272,2025-03-12,home,134.86,0.93,61.48
13227,2427,2025-01-26,beauty,51.74,3.43,25.43
13228,2412,2024-09-09,electronics,251.08,50.16,140.0
13229,2632,2024-06-22,sports,76.97,2.69,38.08
13230,2434,2025-07-08,home,39.64,7.35,20.66
13231,1709,2026-06-06,beauty,44.63,6.41,28.63
13232,4881,2025-11-30,beauty,38.16,2.75,25.07
13233,2523,2024-10-08,electronics,21.61,3.01,11.68
13234,2791,2025-06-13,home,4.46,0.34,1.86
13235,4122,2025-11-26,fashion,117.64,18.81,70.29
13236,2235,2024-10-10,home,83.5,8.23,39.91
13237,1089,2025-07-27,electronics,22.76,2.7,12.24
13238,2181,2025-01-27,fashion,86.9,7.61,58.93
13239,667,2025-10-13,fashion,18.76,2.69,8.8
13240,1211,2025-08-23,electronics,34.45,4.78,15.7
13241,2037,2025-11-13,sports,39.35,4.95,20.77
13242,3484,2024-10-20,sports,11.74,1.58,6.47
13243,443,2025-02-06,electronics,151.02,1.92,85.14
13244,3211,2025-06-29,home,80.53,13.08,43.7
13245,1896,2025-01-25,home,115.2,12.5,78.11
13246,4117,2024-08-05,electronics,238.21,20.11,154.78
13247,3858,2026-02-27,sports,63.93,2.3,32.95
13248,1806,2025-01-30,home,32.63,4.33,13.31
13249,1549,2024-06-28,beauty,11.66,2.14,5.59
13250,4487,2025-06-03,electronics,27.58,4.59,18.0
13251,2908,2024-07-17,fashion,75.45,0.43,45.39
13252,427,2024-12-01,electronics,29.97,2.81,12.84
13253,3514,2025-01-21,fashion,136.31,0.99,85.31
13254,4270,2026-03-19,electronics,79.65,11.96,42.29
13255,500,2025-09-19,fashion,28.43,5.42,11.81
13256,4379,2024-09-19,electronics,22.79,3.81,14.97
13257,2035,2024-07-27,sports,34.55,3.04,18.3
13258,3256,2025-06-30,home,45.06,4.41,20.15
13259,2397,2025-02-08,sports,138.19,21.91,92.71
13260,371,2024-06-19,home,42.01,1.65,27.31
13261,1235,2025-05-16,beauty,93.04,9.65,61.71
13262,3979,2025-03-16,home,85.44,10.61,44.55
13263,220,2025-11-10,fashion,117.96,11.78,57.8
13264,218,2026-03-25,sports,81.4,10.07,54.68
13265,1547,2024-06-16,sports,66.4,0.94,34.45
13266,4579,2024-07-24,fashion,51.82,5.03,28.6
13267,3711,2024-12-28,fashion,73.37,4.05,48.23
13268,628,2024-09-30,electronics,25.38,1.87,13.1
13269,353,2025-03-15,home,146.26,23.08,67.71
13270,1398,2026-04-29,beauty,14.16,2.33,6.29
13271,3181,2025-01-22,electronics,182.93,12.3,127.53
13272,1680,2026-02-15,home,18.2,2.21,9.81
13273,3973,2026-04-14,fashion,40.29,2.12,24.1
13274,3229,2025-07-10,beauty,18.42,1.66,9.64
13275,1847,2025-11-14,electronics,62.88,1.96,30.17
13276,1058,2026-02-03,electronics,48.68,4.69,24.64
13277,4302,2025-08-25,fashion,48.46,8.61,30.71
13278,1654,2024-10-14,electronics,23.99,0.41,12.15
13279,1181,2024-08-21,fashion,103.34,7.12,48.32
13280,3338,2025-12-21,beauty,40.69,6.8,23.14
13281,4615,2025-01-12,beauty,12.88,2.23,7.73
13282,2357,2024-10-04,electronics,98.6,6.3,49.12
13283,286,2026-01-06,sports,93.4,17.54,63.14
13284,1913,2024-11-15,sports,45.4,7.86,26.27
13285,2827,2025-05-17,beauty,128.28,16.93,88.14
13286,4956,2025-09-13,sports,85.64,8.45,45.17
13287,1907,2026-05-30,sports,45.6,1.18,18.42
13288,3074,2024-08-17,beauty,210.16,36.67,120.96
13289,4528,2025-01-27,fashion,100.94,1.43,69.61
13290,2200,2024-12-02,beauty,170.46,26.26,115.29
13291,3733,2024-07-10,sports,25.62,0.79,11.68
13292,1006,2025-06-18,sports,93.53,9.72,53.03
13293,742,2026-06-10,fashion,224.49,13.9,99.26
13294,445,2025-03-18,beauty,109.2,10.56,54.46
13295,1488,2024-12-26,sports,50.09,4.79,33.8
13296,320,2026-03-08,electronics,188.04,12.6,102.91
13297,715,2025-11-25,fashion,28.33,0.98,16.14
13298,1037,2025-10-23,fashion,94.49,8.32,43.12
13299,3380,2025-04-12,electronics,34.91,4.4,14.76
13300,3833,2025-05-10,home,168.18,20.75,116.54
13301,4180,2025-04-22,electronics,59.21,5.34,31.53
13302,3565,2026-05-19,home,87.83,0.45,36.15
13303,3106,2024-08-31,home,86.18,15.95,56.86
13304,1112,2026-05-10,sports,50.67,2.17,22.54
13305,2021,2025-01-04,beauty,58.92,7.84,37.75
13306,2574,2026-05-31,beauty,76.64,12.54,34.9
13307,4213,2025-02-05,home,13.46,1.44,7.94
13308,3673,2025-09-22,beauty,50.31,8.53,23.58
13309,4866,2025-02-12,sports,50.66,5.79,26.99
13310,3448,2024-10-28,home,38.13,0.93,17.56
13311,2466,2025-08-27,home,119.26,1.71,74.99
13312,483,2025-05-20,beauty,77.05,6.94,44.98
13313,4753,2025-11-25,fashion,45.32,4.46,21.23
13314,1127,2026-04-27,home,3.79,0.64,2.5
13315,163,2025-02-21,electronics,14.34,2.18,8.31
13316,625,2026-03-02,home,27.22,3.85,18.95
13317,146,2025-09-08,sports,50.37,2.51,24.75
13318,2171,2024-10-02,home,118.87,17.23,74.88
13319,100,2025-11-28,sports,58.31,9.1,31.88
13320,3281,2026-02-02,home,17.31,0.6,7.97
13321,131,2024-11-17,fashion,52.02,8.3,35.69
13322,1618,2024-12-27,sports,73.07,6.5,42.13
13323,4496,2024-09-29,beauty,70.95,7.09,45.55
13324,2701,2025-05-05,electronics,35.63,0.42,20.61
13325,4972,2025-08-20,fashion,64.69,12.84,41.36
13326,2834,2024-11-17,beauty,64.32,2.97,44.59
13327,482,2025-02-04,electronics,44.89,2.64,25.3
13328,681,2025-02-07,home,8.19,0.37,4.12
13329,2905,2024-08-21,home,42.73,1.42,27.43
13330,2926,2025-02-01,electronics,128.5,5.68,63.95
13331,2627,2025-08-30,beauty,8.0,1.23,4.87
13332,2440,2026-06-06,beauty,49.43,4.81,30.16
13333,2357,2025-10-17,beauty,42.49,5.17,18.44
13334,4704,2025-06-09,electronics,77.88,1.49,43.21
13335,588,2025-08-13,home,38.99,3.75,19.45
13336,3727,2024-11-05,beauty,20.11,3.77,13.32
13337,219,2025-04-04,electronics,50.94,9.49,27.13
13338,4208,2026-02-13,home,52.75,6.43,31.08
13339,2120,2026-04-27,home,32.15,2.23,22.15
13340,3213,2026-03-25,sports,25.81,1.06,12.17
13341,4735,2025-05-21,sports,44.22,8.67,22.27
13342,1384,2024-08-29,beauty,39.43,3.67,19.43
13343,1984,2024-10-01,home,39.3,1.19,19.1
13344,2038,2025-07-30,sports,176.87,10.42,84.19
13345,4794,2025-05-25,sports,88.44,8.92,39.57
13346,1066,2025-12-07,sports,23.42,2.69,14.26
13347,2567,2025-02-14,sports,57.78,8.4,29.55
13348,2141,2025-07-12,home,86.81,7.07,53.78
13349,3227,2026-06-12,fashion,24.21,0.08,10.48
13350,4171,2025-11-30,home,66.08,8.65,26.9
13351,3242,2025-12-21,electronics,96.16,4.1,66.69
13352,4209,2025-03-20,sports,42.79,8.17,18.71
13353,636,2025-06-14,fashion,20.56,0.8,12.96
13354,4017,2025-03-18,home,41.64,2.42,18.91
13355,157,2025-05-14,fashion,17.62,0.28,12.32
13356,3196,2025-06-13,fashion,26.94,1.57,16.42
13357,1075,2025-05-08,sports,95.02,4.42,61.59
13358,3413,2025-04-30,sports,4.03,0.46,2.29
13359,4942,2025-06-09,beauty,33.59,2.92,21.93
13360,3165,2024-07-07,electronics,142.75,5.8,75.12
13361,2315,2026-05-25,sports,28.03,2.17,13.51
13362,371,2025-08-24,beauty,127.4,5.75,56.26
13363,4157,2024-07-06,beauty,29.61,3.53,13.5
13364,3663,2026-02-01,fashion,126.56,10.49,87.5
13365,4740,2025-05-08,beauty,27.5,1.41,14.66
13366,2941,2024-08-23,beauty,83.97,10.36,58.67
13367,2999,2026-01-24,beauty,45.03,5.61,25.06
13368,4306,2024-10-03,fashion,78.03,1.17,38.18
13369,2128,2025-10-06,fashion,39.43,5.77,16.39
13370,3453,2026-05-21,sports,37.86,1.14,15.2
13371,2955,2025-02-05,sports,38.04,4.62,18.6
13372,2699,2026-02-16,sports,85.98,8.32,52.88
13373,3806,2024-12-21,home,49.74,0.28,28.31
13374,337,2025-09-09,sports,35.26,0.33,14.96
13375,2460,2025-07-18,beauty,47.93,3.41,28.27
13376,2636,2025-04-01,sports,32.99,4.0,17.05
13377,1602,2024-09-22,beauty,124.29,2.05,66.21
13378,2635,2025-10-11,fashion,67.45,8.71,44.74
13379,4023,2025-08-11,electronics,49.65,3.53,28.61
13380,876,2026-05-15,fashion,10.87,1.38,5.59
13381,3245,2025-08-29,beauty,105.72,5.19,48.8
13382,1331,2026-04-28,beauty,76.03,2.24,45.01
13383,4603,2025-01-29,home,32.05,2.06,16.65
13384,463,2024-07-27,fashion,24.69,4.36,15.04
13385,569,2026-01-23,sports,84.77,9.85,53.13
13386,3024,2026-04-03,beauty,75.46,2.93,42.39
13387,1283,2025-04-16,home,42.14,4.86,24.41
13388,4325,2024-09-21,fashion,26.09,1.1,11.84
13389,2078,2025-04-24,sports,45.61,2.08,31.11
13390,347,2025-11-18,electronics,54.72,10.12,35.76
13391,3094,2024-06-20,fashion,79.7,9.87,50.68
13392,4065,2025-06-10,beauty,35.86,2.97,18.61
13393,2458,2026-03-05,beauty,24.67,4.43,14.56
13394,3450,2026-01-29,beauty,49.2,7.73,23.5
13395,1566,2026-04-26,beauty,18.7,0.63,12.23
13396,587,2025-07-23,beauty,80.89,14.37,42.41
13397,2294,2025-06-08,fashion,102.29,15.78,67.58
13398,1909,2026-03-29,home,14.6,0.93,7.32
13399,789,2024-07-28,home,22.05,2.61,10.19
13400,2831,2024-08-20,home,64.42,4.01,40.92
13401,2871,2024-07-28,sports,23.44,2.47,9.46
13402,4182,2025-01-11,home,31.56,0.78,17.49
13403,3666,2026-03-22,sports,27.45,1.24,16.06
13404,4672,2025-11-02,beauty,47.24,7.85,23.62
13405,861,2024-09-07,home,30.82,5.79,17.49
13406,3713,2025-03-02,home,42.15,5.96,24.55
13407,2035,2025-09-20,fashion,35.91,3.85,20.63
13408,1455,2024-08-30,fashion,48.1,9.17,22.21
13409,4967,2026-03-16,fashion,22.07,2.73,9.83
13410,3230,2025-01-27,fashion,90.22,11.06,36.79
13411,4128,2025-08-29,beauty,29.21,0.59,15.59
13412,617,2025-06-24,electronics,37.52,4.71,18.7
13413,2264,2025-12-04,fashion,49.37,1.82,32.44
13414,1611,2025-02-28,beauty,48.25,0.64,29.99
13415,45,2026-04-18,home,79.72,12.95,33.16
13416,3646,2024-08-02,fashion,117.59,20.75,73.03
13417,4284,2024-09-18,fashion,80.42,0.63,34.99
13418,4746,2026-01-12,fashion,4.45,0.21,2.22
13419,305,2025-09-13,beauty,50.83,5.66,34.27
13420,164,2025-11-21,beauty,110.74,5.89,49.67
13421,1540,2025-07-17,sports,22.89,0.61,14.9
13422,4396,2026-01-11,beauty,61.15,10.38,41.0
13423,2581,2025-12-24,fashion,90.57,2.28,52.43
13424,3003,2024-07-27,home,163.96,2.26,100.02
13425,3977,2025-12-12,home,40.58,3.64,26.89
13426,868,2024-11-22,fashion,97.34,14.76,63.82
13427,3268,2025-07-21,electronics,27.98,2.52,16.21
13428,1404,2024-10-05,fashion,64.05,10.59,38.8
13429,3974,2025-08-26,electronics,18.89,2.37,8.73
13430,1871,2026-01-12,fashion,55.46,1.74,26.89
13431,3551,2025-07-05,home,57.11,7.69,24.22
13432,2823,2024-09-29,home,29.15,5.45,16.89
13433,3366,2024-12-06,beauty,106.43,14.98,71.74
13434,451,2026-05-12,fashion,86.0,16.95,57.92
13435,1351,2025-11-22,fashion,18.06,0.85,8.39
13436,2292,2025-10-25,electronics,81.8,1.78,43.58
13437,3608,2026-04-08,home,101.36,5.69,66.2
13438,1414,2024-10-14,fashion,46.35,7.36,29.66
13439,2912,2025-02-04,beauty,66.44,3.15,45.12
13440,2144,2025-10-16,beauty,26.5,3.5,11.08
13441,2976,2025-02-12,beauty,7.09,0.45,4.78
13442,1879,2025-12-26,fashion,57.42,7.79,33.81
13443,4339,2026-06-13,beauty,25.02,0.05,12.74
13444,2596,2024-06-21,home,6.49,0.15,4.18
13445,2852,2026-03-03,fashion,43.46,0.97,25.71
13446,2540,2025-06-27,home,17.34,1.7,9.59
13447,2802,2025-10-13,fashion,8.36,0.34,4.44
13448,2281,2025-12-02,beauty,22.04,0.28,9.02
13449,689,2024-11-18,beauty,65.22,4.8,27.16
13450,1978,2024-09-13,electronics,91.54,17.36,46.21
13451,3879,2024-08-07,beauty,53.74,1.37,28.33
13452,4888,2024-06-16,home,17.96,1.09,9.09
13453,1027,2024-10-12,fashion,110.55,14.48,67.13
13454,388,2025-09-27,home,126.74,3.69,69.87
13455,4446,2026-04-30,home,38.83,0.47,23.96
13456,696,2024-09-18,sports,58.0,5.9,39.97
13457,3175,2025-07-24,beauty,35.04,6.6,16.87
13458,4878,2024-08-30,fashion,6.76,1.18,4.52
13459,2384,2024-12-25,fashion,25.52,3.49,17.8
13460,464,2024-11-21,fashion,29.48,0.86,12.49
13461,3606,2024-09-04,beauty,118.73,8.1,49.12
13462,1430,2025-06-18,home,41.79,0.74,21.47
13463,1244,2024-07-05,electronics,83.6,16.03,43.04
13464,4838,2026-03-24,electronics,53.77,7.18,24.65
13465,3477,2025-07-13,sports,37.65,4.3,24.27
13466,2303,2025-05-26,fashion,86.84,0.25,49.72
13467,2977,2025-04-15,electronics,141.41,7.08,95.59
13468,2155,2024-07-29,electronics,87.32,16.99,45.64
13469,276,2026-06-05,fashion,112.1,2.97,47.38
13470,2799,2024-09-18,electronics,73.44,4.36,33.31
13471,3229,2025-02-03,fashion,69.11,11.42,41.69
13472,4091,2025-04-26,fashion,37.21,3.14,22.94
13473,3854,2025-06-26,home,64.87,5.65,30.72
13474,1555,2024-11-05,fashion,33.99,0.51,19.29
13475,1853,2026-03-15,electronics,129.24,22.36,88.16
13476,255,2024-12-15,home,37.81,0.5,21.82
13477,1207,2026-03-31,electronics,146.03,22.75,78.35
13478,4522,2026-04-05,beauty,50.14,2.51,28.39
13479,4968,2025-08-14,beauty,13.16,1.96,5.98
13480,2745,2025-01-04,electronics,45.73,2.25,20.92
13481,293,2026-03-16,fashion,52.62,7.48,22.96
13482,2409,2025-10-04,fashion,19.32,0.82,12.98
13483,3039,2025-11-27,beauty,87.13,11.11,47.66
13484,4984,2025-05-23,beauty,20.84,0.9,8.35
13485,3332,2026-04-14,sports,7.94,0.26,4.93
13486,3293,2025-11-09,fashion,160.79,27.97,84.75
13487,597,2025-10-08,sports,66.8,12.09,46.29
13488,1581,2024-09-19,beauty,30.59,0.61,12.32
13489,2944,2025-05-17,sports,88.35,17.13,60.86
13490,3133,2024-10-07,beauty,108.63,15.7,47.03
13491,3920,2025-10-23,beauty,13.27,1.06,7.92
13492,3387,2024-07-02,sports,23.37,2.76,13.06
13493,2930,2024-11-06,home,23.3,1.38,12.75
13494,4631,2024-10-04,beauty,33.66,5.54,20.39
13495,1730,2026-03-13,electronics,63.44,0.75,33.44
13496,363,2026-01-15,electronics,24.62,2.95,13.8
13497,3469,2025-11-08,sports,25.76,0.9,12.3
13498,4378,2024-12-19,electronics,19.1,0.64,10.7
13499,1216,2024-10-26,beauty,57.35,5.69,38.9
13500,1802,2025-07-18,beauty,96.04,11.01,43.9
13501,623,2026-01-13,fashion,28.36,1.45,19.69
13502,761,2025-12-11,sports,29.44,5.16,15.15
13503,1623,2025-08-14,home,20.39,3.64,9.32
13504,1033,2024-11-18,fashion,15.96,3.19,10.64
13505,2843,2025-06-20,sports,52.14,6.44,22.14
13506,4265,2025-06-24,beauty,64.65,0.74,28.87
13507,1305,2025-01-27,home,82.75,9.39,49.77
13508,3317,2025-01-26,sports,50.12,6.64,20.61
13509,1790,2025-11-16,beauty,17.37,2.64,9.85
13510,4901,2024-09-01,fashion,34.63,1.24,19.49
13511,510,2025-09-16,sports,58.27,9.56,31.93
13512,1338,2025-07-03,electronics,107.21,18.08,48.42
13513,1148,2025-03-28,sports,61.12,0.72,24.81
13514,485,2025-11-16,home,66.14,0.6,35.82
13515,3151,2025-01-15,fashion,71.09,9.59,32.14
13516,1951,2025-04-15,sports,21.03,0.63,12.48
13517,59,2025-04-11,home,23.58,1.04,9.88
13518,1896,2025-12-09,electronics,12.83,0.86,8.8
13519,2535,2026-02-27,beauty,84.99,0.4,48.14
13520,962,2024-09-07,beauty,25.41,4.75,16.41
13521,3478,2025-06-11,home,22.53,1.62,15.11
13522,2744,2025-05-05,beauty,29.54,0.62,19.71
13523,198,2026-03-09,sports,52.56,3.74,22.25
13524,4065,2025-05-11,home,40.59,6.42,26.2
13525,1693,2024-10-09,fashion,23.36,2.54,14.47
13526,3553,2024-07-07,home,19.9,3.94,9.7
13527,1805,2025-01-22,sports,71.05,13.32,48.59
13528,171,2025-06-06,electronics,45.2,2.18,27.03
13529,1034,2024-09-17,home,20.67,1.32,12.83
13530,3341,2025-08-28,fashion,19.97,1.64,13.28
13531,4319,2025-04-14,electronics,25.83,3.96,11.67
13532,4799,2024-06-24,sports,34.99,1.96,24.4
13533,1752,2025-09-09,electronics,140.34,25.24,60.92
13534,825,2025-02-06,electronics,11.07,0.8,4.65
13535,2500,2024-07-12,electronics,82.51,0.87,33.94
13536,4942,2025-10-30,fashion,112.33,6.98,58.51
13537,2340,2025-11-03,home,14.55,1.9,8.91
13538,4628,2026-05-10,home,25.87,1.99,13.15
13539,3683,2025-11-08,electronics,57.71,0.94,27.08
13540,2776,2025-10-10,home,98.09,3.41,40.43
13541,2370,2025-05-27,home,83.21,8.22,44.77
13542,4910,2024-07-19,sports,35.75,0.33,15.71
13543,4911,2026-05-22,beauty,27.62,4.29,17.68
13544,1092,2026-05-21,sports,49.43,1.56,30.19
13545,2326,2025-03-18,home,41.87,1.28,21.99
13546,3673,2024-10-02,home,63.75,1.66,43.81
13547,2273,2025-06-14,beauty,31.83,2.91,17.6
13548,2511,2026-05-02,home,55.27,3.38,24.55
13549,316,2025-12-29,sports,64.78,8.83,30.06
13550,70,2025-06-07,electronics,21.73,2.96,13.47
13551,4212,2025-01-17,beauty,55.21,1.16,22.41
13552,1247,2024-06-23,home,18.26,2.2,10.68
13553,24,2024-10-16,fashion,186.76,1.09,88.39
13554,37,2025-03-20,electronics,27.71,2.8,18.76
13555,3040,2025-07-09,electronics,76.97,7.48,40.08
13556,4144,2026-04-11,home,41.87,5.63,16.94
13557,543,2026-04-15,fashion,9.19,0.99,4.35
13558,1383,2025-07-11,beauty,4.4,0.11,2.65
13559,215,2024-11-26,home,107.17,11.68,59.67
13560,959,2025-03-13,beauty,41.48,6.8,23.39
13561,3948,2026-05-18,fashion,63.89,6.52,41.64
13562,3638,2025-12-16,electronics,111.72,5.18,47.58
13563,1453,2025-07-28,sports,95.46,7.36,50.72
13564,3334,2025-04-15,sports,34.28,3.03,21.24
13565,723,2025-07-19,sports,107.63,17.23,73.06
13566,2441,2024-08-03,beauty,73.05,4.91,43.3
13567,562,2024-10-29,beauty,19.62,3.4,7.97
13568,4934,2025-11-07,sports,110.28,16.88,67.66
13569,4982,2024-10-11,fashion,119.73,13.02,70.31
13570,3326,2025-03-16,beauty,13.73,2.6,8.79
13571,1262,2025-11-07,home,43.95,5.0,22.14
13572,4829,2025-12-26,sports,31.16,1.16,12.68
13573,352,2025-08-27,fashion,19.2,3.54,13.43
13574,4982,2025-03-06,beauty,10.58,0.01,6.87
13575,3193,2025-06-07,sports,21.6,0.25,14.31
13576,2632,2025-12-23,beauty,14.56,1.09,7.35
13577,3525,2026-04-13,electronics,39.85,2.27,25.51
13578,4107,2026-02-17,sports,51.34,5.31,33.21
13579,1690,2024-10-02,beauty,151.63,28.41,81.11
13580,1946,2025-01-18,sports,65.91,3.84,40.55
13581,3662,2026-02-15,home,19.92,1.14,12.31
13582,4120,2026-01-29,sports,2.51,0.08,1.27
13583,4640,2025-11-09,home,69.23,9.73,28.95
13584,390,2025-02-06,home,26.17,4.04,11.7
13585,1753,2026-06-03,home,15.47,1.74,6.7
13586,870,2025-04-17,beauty,84.04,13.3,34.19
13587,3209,2024-08-07,home,16.14,1.89,10.23
13588,9,2026-05-28,home,54.15,2.18,35.37
13589,2166,2026-03-29,electronics,86.87,16.5,48.07
13590,3533,2025-10-30,sports,38.82,1.22,26.62
13591,56,2025-06-26,home,24.33,3.87,17.01
13592,4163,2025-04-04,electronics,57.78,9.17,34.71
13593,3792,2025-06-17,sports,118.26,12.5,67.82
13594,4120,2025-09-29,fashion,46.05,6.03,24.74
13595,4289,2025-11-09,sports,84.72,2.43,45.39
13596,1079,2024-11-03,beauty,53.88,7.69,34.93
