activity_id,user_id,activity_date,session_duration,pages_viewed,action_type
11657,3885,2026-03-10,41,15,login
11658,4707,2025-12-21,49,9,view
11659,1232,2025-05-17,46,9,login
11660,4475,2025-04-10,50,3,purchase
11661,1237,2025-05-23,41,18,view
11662,926,2025-05-20,27,7,view
11663,4210,2025-04-27,30,16,view
11664,2846,2025-02-21,58,12,login
11665,1353,2025-01-24,49,12,login
11666,2274,2025-11-07,31,10,add_to_cart
11667,4270,2024-06-19,56,18,view
11668,2238,2025-02-22,43,6,view
11669,4018,2024-12-14,5,13,login
11670,1813,2026-01-08,52,5,view
11671,4658,2025-10-22,43,4,view
11672,4238,2024-11-01,55,5,view
11673,3728,2025-01-17,4,8,login
11674,3152,2024-10-15,46,11,add_to_cart
11675,2954,2025-10-16,47,19,add_to_cart
11676,4626,2025-11-04,50,3,add_to_cart
11677,321,2024-09-12,39,3,view
11678,495,2025-12-05,31,9,add_to_cart
11679,3922,2026-04-16,30,10,login
11680,676,2025-05-01,20,3,purchase
11681,264,2025-08-29,47,5,view
11682,3102,2025-01-17,16,10,view
11683,1995,2024-12-04,37,13,login
11684,4016,2025-03-03,33,17,view
11685,2479,2024-12-06,32,5,login
11686,519,2025-12-12,52,17,view
11687,1698,2024-10-23,3,15,view
11688,435,2025-07-09,8,9,view
11689,2067,2026-01-15,35,4,purchase
11690,1545,2025-05-19,37,5,view
11691,4390,2026-05-26,37,6,login
11692,876,2024-08-11,58,3,view
11693,3823,2025-06-13,15,14,add_to_cart
11694,4856,2025-08-17,43,18,view
11695,2887,2025-11-14,4,6,view
11696,517,2024-06-25,25,13,login
11697,303,2025-03-27,13,4,login
11698,409,2025-08-20,18,2,login
11699,3994,2026-05-07,11,9,login
11700,4408,2024-08-07,35,18,purchase
11701,261,2024-12-19,58,3,view
11702,479,2025-07-24,33,12,view
11703,4038,2024-07-10,45,8,login
11704,1536,2025-03-01,51,4,add_to_cart
11705,2491,2025-06-02,26,4,login
11706,678,2024-12-07,52,7,view
11707,1120,2024-11-08,55,8,view
11708,56,2024-09-13,33,16,login
11709,4619,2024-12-06,26,3,purchase
11710,1396,2025-04-05,22,6,view
11711,458,2026-02-08,27,1,view
11712,1879,2026-03-04,14,16,view
11713,4858,2025-05-26,25,19,view
11714,3245,2026-04-12,14,5,view
11715,2402,2025-08-23,36,11,view
11716,2635,2026-01-25,38,13,view
11717,2280,2026-06-12,25,9,view
11718,2290,2026-05-25,19,15,view
11719,4119,2025-11-05,42,17,view
11720,1488,2025-08-25,38,16,view
11721,3551,2025-04-10,14,7,add_to_cart
11722,970,2025-02-01,23,6,login
11723,2277,2025-03-20,44,9,view
11724,3540,2025-03-01,25,10,add_to_cart
11725,4184,2026-03-24,44,16,view
11726,3456,2025-04-01,35,6,add_to_cart
11727,964,2024-09-27,38,10,add_to_cart
11728,1089,2025-04-29,20,14,login
11729,3062,2024-09-09,53,9,view
11730,1912,2025-02-15,51,11,view
11731,3889,2024-09-16,28,3,view
11732,4237,2024-07-09,17,11,add_to_cart
11733,3969,2025-05-24,16,12,login
11734,1183,2024-06-24,32,4,login
11735,4969,2026-01-07,42,4,login
11736,92,2025-03-13,26,1,view
11737,2958,2025-11-14,13,15,view
11738,4318,2025-03-26,13,16,view
11739,3372,2025-07-07,22,2,view
11740,1352,2024-06-22,34,10,view
11741,1634,2025-03-25,18,19,login
11742,1228,2024-10-15,1,10,purchase
11743,4171,2025-10-12,30,7,view
11744,2309,2025-04-02,39,12,view
11745,2208,2024-07-14,27,19,view
11746,4876,2025-08-26,20,12,login
11747,330,2025-04-21,6,4,add_to_cart
11748,1671,2025-08-02,43,16,view
11749,2388,2025-07-03,39,19,login
11750,4422,2026-05-07,44,12,login
11751,344,2026-02-25,29,9,purchase
11752,27,2025-01-09,47,16,view
11753,69,2025-01-26,47,10,view
11754,2707,2024-08-26,53,15,purchase
11755,1435,2024-09-22,25,5,login
11756,4581,2026-02-05,46,7,add_to_cart
11757,3554,2024-11-11,33,13,view
11758,1878,2025-03-09,27,16,login
11759,2960,2026-06-07,11,7,view
11760,4305,2025-11-21,21,10,login
11761,474,2025-09-14,4,18,login
11762,2052,2025-09-11,3,17,view
11763,905,2026-03-28,3,6,view
11764,3038,2026-04-07,28,3,add_to_cart
11765,2913,2025-12-10,16,2,login
11766,4577,2025-08-14,45,19,add_to_cart
11767,1178,2025-09-16,44,16,login
11768,483,2025-05-19,55,2,login
11769,2749,2025-11-07,54,18,login
11770,1831,2024-10-28,26,5,view
11771,1973,2026-06-10,7,16,add_to_cart
11772,2309,2026-06-11,57,2,login
11773,3421,2025-02-17,5,1,add_to_cart
11774,2474,2025-08-25,4,6,add_to_cart
11775,2626,2025-04-20,36,1,login
11776,611,2025-09-22,47,10,login
11777,3970,2024-10-10,46,2,add_to_cart
11778,2255,2026-04-26,58,19,add_to_cart
11779,1770,2025-04-22,9,18,view
11780,4401,2024-12-24,4,6,add_to_cart
11781,1475,2025-02-14,4,12,login
11782,1151,2025-05-16,47,5,add_to_cart
11783,3030,2024-07-05,30,14,view
11784,196,2024-07-13,46,19,view
11785,1537,2025-04-09,41,18,view
11786,4988,2025-11-01,51,18,add_to_cart
11787,1009,2024-11-08,54,19,login
11788,1899,2025-03-02,31,14,login
11789,548,2025-11-14,4,1,login
11790,2198,2025-03-11,27,14,add_to_cart
11791,3891,2024-08-03,21,6,view
11792,1626,2025-03-27,18,10,add_to_cart
11793,1764,2024-08-22,31,2,view
11794,3964,2025-06-25,32,4,login
11795,2834,2026-02-27,46,17,login
11796,3049,2026-01-28,8,15,view
11797,4100,2025-09-15,6,8,view
11798,1702,2026-04-24,16,9,login
11799,3184,2026-01-23,46,15,login
11800,3840,2025-05-28,14,17,view
11801,2657,2025-12-07,22,14,view
11802,82,2025-03-25,3,9,add_to_cart
11803,2390,2024-08-13,43,18,login
11804,772,2026-04-19,33,15,view
11805,275,2025-09-13,27,16,login
11806,2222,2024-11-18,34,17,view
11807,2059,2025-06-19,26,13,login
11808,1910,2026-04-28,45,12,add_to_cart
11809,2823,2025-07-25,52,3,login
11810,3256,2024-12-27,21,15,view
11811,2854,2025-09-15,50,16,view
11812,3793,2025-03-02,23,7,view
11813,3374,2024-12-02,47,3,add_to_cart
11814,3466,2024-08-06,29,17,login
11815,4238,2026-03-26,42,9,login
11816,4988,2024-10-28,10,17,login
11817,3784,2025-06-03,3,3,view
11818,4532,2026-03-01,10,3,add_to_cart
11819,3134,2024-11-16,35,9,login
11820,4150,2025-01-09,5,12,view
11821,3402,2026-01-31,9,5,view
11822,3194,2026-04-21,22,15,add_to_cart
11823,4721,2024-12-28,18,7,login
11824,816,2026-03-04,39,10,add_to_cart
11825,4148,2026-04-21,23,8,login
11826,1387,2025-03-02,59,2,view
11827,2480,2025-08-01,49,5,login
11828,2098,2025-10-31,22,10,login
11829,4272,2024-07-01,15,6,view
11830,155,2025-11-17,31,9,view
11831,458,2024-08-06,52,5,add_to_cart
11832,2212,2025-10-13,13,11,view
11833,3791,2025-07-03,59,4,view
11834,4284,2025-05-10,21,12,purchase
11835,2290,2025-12-02,36,19,view
11836,335,2024-10-17,9,10,view
11837,11,2024-09-10,41,8,view
11838,2765,2024-11-16,27,14,login
11839,4344,2026-06-14,26,18,login
11840,304,2025-01-10,47,10,login
11841,296,2025-05-05,34,2,view
11842,2810,2026-01-29,15,1,add_to_cart
11843,2479,2024-08-24,19,4,login
11844,3230,2025-04-20,10,14,login
11845,1576,2025-01-17,32,9,login
11846,4161,2025-11-28,55,12,login
11847,3117,2025-04-04,51,19,view
11848,4851,2024-08-14,38,5,view
11849,1186,2025-02-19,53,14,add_to_cart
11850,4192,2024-10-09,35,18,view
11851,4501,2026-06-14,2,3,view
11852,2593,2025-12-11,27,11,login
11853,2401,2026-03-02,39,12,login
11854,2092,2026-05-28,59,8,view
11855,3420,2025-05-17,14,12,view
11856,377,2026-02-04,26,14,add_to_cart
11857,4771,2025-03-03,20,14,view
11858,1820,2024-12-25,3,6,login
11859,3651,2024-10-11,19,7,login
11860,3114,2026-03-09,52,10,login
11861,3312,2024-10-03,57,4,view
11862,3874,2024-09-23,49,15,view
11863,27,2026-04-04,59,19,view
11864,4450,2025-11-22,49,19,add_to_cart
11865,453,2026-02-20,5,8,login
11866,1209,2025-01-05,54,18,add_to_cart
11867,3554,2026-05-18,49,16,login
11868,1791,2026-04-29,5,4,login
11869,3966,2026-02-07,25,19,login
11870,3187,2025-05-31,31,12,login
11871,3149,2024-07-16,59,17,view
11872,264,2026-01-12,40,3,view
11873,3227,2025-11-23,58,18,add_to_cart
11874,3788,2025-07-17,6,6,view
11875,3083,2024-08-28,3,1,purchase
11876,37,2024-06-17,53,14,view
11877,4790,2024-09-07,6,4,login
11878,279,2025-01-11,27,10,add_to_cart
11879,340,2025-07-31,42,9,view
11880,3373,2025-12-04,23,10,purchase
11881,2847,2024-09-07,2,14,view
11882,2268,2024-10-24,27,2,login
11883,407,2025-09-11,2,6,login
11884,733,2025-12-27,50,16,purchase
11885,2857,2025-05-25,17,16,view
11886,3164,2024-08-11,29,15,add_to_cart
11887,3083,2025-10-07,57,5,view
11888,3292,2025-08-23,51,14,view
11889,3544,2025-08-05,39,17,view
11890,4349,2025-01-13,20,9,add_to_cart
11891,4108,2024-07-19,48,10,view
11892,1550,2026-02-07,1,16,view
11893,528,2026-03-30,39,12,login
11894,23,2025-08-21,46,10,login
11895,3001,2025-09-25,30,2,purchase
11896,706,2026-04-30,34,13,view
11897,3968,2025-11-09,25,9,login
11898,3768,2024-12-28,36,9,login
11899,1467,2024-12-24,56,3,add_to_cart
11900,1523,2025-05-29,42,13,view
11901,3659,2026-02-02,5,8,login
11902,1486,2026-02-20,10,18,add_to_cart
11903,4241,2025-02-05,44,8,add_to_cart
11904,679,2025-08-20,39,5,view
11905,4129,2025-11-15,53,7,view
11906,1627,2026-01-30,28,10,view
11907,677,2026-05-29,25,2,login
11908,4344,2026-04-18,12,19,add_to_cart
11909,1927,2025-11-01,9,1,view
11910,4679,2026-01-01,41,17,add_to_cart
11911,3414,2026-03-13,9,6,add_to_cart
11912,4233,2026-01-06,4,9,view
11913,4752,2026-05-01,28,16,purchase
11914,2119,2024-09-16,29,11,view
11915,2847,2026-03-06,16,4,view
11916,397,2024-09-29,14,1,login
11917,346,2026-05-11,32,19,login
11918,161,2025-04-24,22,18,view
11919,3188,2025-07-21,54,4,view
11920,1050,2024-09-09,50,7,view
11921,1700,2025-06-29,29,18,add_to_cart
11922,359,2026-01-22,4,4,view
11923,4983,2026-06-05,50,15,add_to_cart
11924,1042,2025-09-26,16,3,view
11925,357,2024-12-26,44,4,view
11926,939,2024-06-22,38,16,login
11927,362,2026-01-02,8,16,view
11928,4317,2024-06-27,52,1,login
11929,2511,2025-07-25,16,3,view
11930,534,2026-04-08,3,10,login
11931,282,2024-06-30,54,13,view
11932,4763,2025-02-22,28,10,add_to_cart
11933,1691,2025-07-21,11,3,view
11934,2064,2025-08-10,23,16,view
11935,736,2026-03-04,21,9,purchase
11936,949,2025-09-19,49,15,view
11937,3922,2025-10-01,8,3,view
11938,1343,2026-04-24,32,13,login
11939,3676,2024-06-25,14,10,view
11940,3175,2025-02-27,37,19,login
11941,251,2026-04-09,51,13,add_to_cart
11942,710,2025-11-06,55,15,purchase
11943,2876,2026-05-23,15,19,add_to_cart
11944,3180,2025-07-15,45,7,add_to_cart
11945,3707,2024-07-18,41,2,login
11946,2566,2025-08-14,36,4,login
11947,1879,2024-09-17,59,11,view
11948,1542,2025-01-09,17,18,login
11949,1381,2024-06-28,50,12,view
11950,1742,2024-11-12,52,17,view
11951,2586,2024-12-01,39,11,view
11952,4122,2025-01-21,55,16,login
11953,2478,2025-12-21,2,5,view
11954,1150,2026-03-29,9,18,add_to_cart
11955,44,2024-07-05,34,15,view
11956,4717,2025-03-07,21,10,view
11957,687,2024-07-11,32,13,login
11958,4440,2025-08-19,56,18,view
11959,2669,2026-03-29,48,4,add_to_cart
11960,1297,2026-01-12,14,15,view
11961,1979,2024-09-11,2,15,view
11962,4097,2025-12-07,1,14,view
11963,4801,2025-12-28,26,13,login
11964,4938,2026-05-10,37,15,login
11965,1865,2024-07-23,8,15,add_to_cart
11966,2382,2025-03-06,11,12,view
11967,746,2025-04-04,48,15,view
11968,3562,2025-12-19,49,9,view
11969,1612,2024-12-04,3,18,purchase
11970,4418,2025-03-08,43,6,login
11971,205,2025-10-27,31,19,view
11972,1045,2025-07-23,51,13,login
11973,3105,2025-12-27,8,19,view
11974,2738,2026-03-17,23,19,add_to_cart
11975,3922,2025-11-08,24,10,login
11976,499,2025-05-17,9,8,add_to_cart
11977,4867,2026-03-07,7,7,add_to_cart
11978,2328,2026-02-28,18,5,login
11979,3426,2025-09-18,19,5,add_to_cart
11980,3115,2025-09-17,3,13,login
11981,359,2024-07-15,6,17,login
11982,2598,2025-10-22,10,14,view
11983,4754,2024-11-06,38,17,view
11984,3453,2024-09-06,45,3,add_to_cart
11985,2496,2026-02-10,4,9,login
11986,3267,2024-12-16,47,18,view
11987,153,2024-08-08,3,4,add_to_cart
11988,1006,2024-08-30,39,3,login
11989,1424,2025-05-01,27,14,login
11990,4737,2025-12-12,57,11,view
11991,573,2025-05-04,55,8,view
11992,3455,2025-08-31,49,5,login
11993,684,2025-02-06,38,8,view
11994,1632,2025-05-06,19,5,add_to_cart
11995,1525,2024-07-03,59,7,view
11996,118,2026-05-08,16,16,view
11997,3433,2024-09-30,43,11,login
11998,368,2025-10-23,20,8,view
11999,3672,2024-08-13,3,5,view
12000,3036,2024-10-18,41,19,login
12001,666,2026-05-25,12,3,view
12002,104,2026-04-30,39,13,view
12003,1236,2025-01-27,50,2,view
12004,4974,2026-05-20,2,18,view
12005,213,2025-05-16,30,15,login
12006,3508,2025-05-29,54,7,login
12007,2553,2026-03-22,51,2,login
12008,4511,2025-05-09,53,2,add_to_cart
12009,2026,2026-02-08,32,13,view
12010,3262,2025-01-02,27,7,add_to_cart
12011,1549,2024-10-05,34,18,view
12012,234,2025-07-13,25,7,login
12013,2964,2024-09-13,4,2,login
12014,3252,2024-10-09,28,3,view
12015,3313,2025-12-16,18,3,view
12016,678,2025-11-30,34,5,login
12017,347,2025-12-30,53,8,login
12018,4533,2026-01-01,16,10,add_to_cart
12019,986,2025-03-12,33,12,view
12020,2258,2025-08-29,16,5,add_to_cart
12021,1203,2025-07-27,41,1,view
12022,1888,2026-04-18,9,9,login
12023,2110,2024-11-10,21,18,view
12024,1359,2025-04-20,53,2,add_to_cart
12025,2635,2026-02-09,46,6,login
12026,3824,2024-10-17,27,12,add_to_cart
12027,4565,2024-07-26,55,4,view
12028,4030,2025-06-05,36,17,login
12029,2216,2026-03-13,33,5,view
12030,237,2026-03-06,15,18,login
12031,412,2025-01-09,22,9,view
12032,4934,2025-10-12,2,8,view
12033,2239,2025-07-16,36,10,view
12034,4825,2026-03-17,37,12,view
12035,101,2025-08-24,13,19,view
12036,2216,2026-02-14,21,7,view
12037,4668,2026-03-29,10,11,view
12038,1132,2025-01-06,17,9,view
12039,4822,2025-09-13,21,8,view
12040,35,2026-05-17,40,8,add_to_cart
12041,2187,2025-12-04,5,5,view
12042,2706,2025-12-30,21,18,view
12043,1017,2025-02-20,15,6,view
12044,4322,2025-09-24,27,14,view
12045,2856,2024-08-13,54,3,purchase
12046,91,2026-04-05,3,19,view
12047,3857,2024-10-27,9,12,login
12048,4829,2025-04-13,53,9,login
12049,3228,2024-06-19,49,14,view
12050,4112,2026-04-16,42,1,login
12051,811,2025-09-08,17,6,view
12052,432,2024-10-09,9,3,view
12053,1939,2024-06-16,21,18,login
12054,1918,2024-12-23,28,18,view
12055,3625,2024-12-07,13,6,login
12056,1508,2024-08-16,20,15,login
12057,4986,2025-12-30,35,14,add_to_cart
12058,3331,2026-04-02,43,1,view
12059,1095,2025-01-03,2,13,login
12060,2880,2026-01-15,4,11,login
12061,43,2025-05-18,33,12,view
12062,2417,2025-03-29,3,13,login
12063,4819,2025-05-06,10,18,view
12064,1457,2025-12-01,29,5,login
12065,3244,2025-03-17,12,13,view
12066,3244,2025-07-05,37,17,purchase
12067,4228,2025-12-23,30,17,view
12068,2844,2026-05-17,30,6,view
12069,3792,2026-04-24,54,5,login
12070,3263,2024-09-17,52,15,add_to_cart
12071,3926,2026-01-26,53,14,view
12072,2114,2025-05-07,1,6,view
12073,2855,2025-04-15,58,9,login
12074,2636,2025-03-18,33,4,login
12075,2137,2025-07-02,54,14,add_to_cart
12076,4351,2026-04-07,3,5,login
12077,4375,2026-04-15,2,18,login
12078,2597,2026-05-30,24,4,login
12079,1448,2025-07-18,10,17,login
12080,2457,2025-10-19,50,5,login
12081,1329,2024-08-29,43,16,add_to_cart
12082,3819,2024-11-26,40,5,view
12083,251,2024-07-03,26,17,view
12084,1643,2025-01-23,30,4,add_to_cart
12085,4182,2025-09-05,49,16,login
12086,3438,2025-10-13,2,2,view
12087,436,2025-03-11,45,18,view
12088,2454,2026-04-06,26,14,login
12089,2333,2024-07-30,16,16,view
12090,2479,2025-02-06,59,7,view
12091,4584,2024-12-15,39,13,view
12092,4599,2026-06-06,6,1,add_to_cart
12093,4875,2025-07-10,37,2,add_to_cart
12094,1911,2025-09-01,57,18,login
12095,664,2025-11-22,47,17,login
12096,1607,2026-01-22,30,1,login
12097,4337,2025-04-19,30,7,login
12098,4532,2025-01-27,49,17,login
12099,1478,2025-11-02,29,8,view
12100,4474,2024-09-02,37,2,view
12101,2193,2025-04-21,48,11,view
12102,490,2025-01-12,9,13,add_to_cart
12103,1528,2025-03-16,6,13,login
12104,4198,2024-07-16,17,9,add_to_cart
12105,4934,2025-07-31,50,15,view
12106,3834,2025-04-11,59,10,purchase
12107,2494,2024-10-05,35,17,login
12108,4060,2026-04-27,56,19,view
12109,254,2025-12-30,48,12,view
12110,1034,2025-12-16,38,18,purchase
12111,1783,2026-06-09,17,2,view
12112,11,2025-08-27,37,10,login
12113,96,2026-04-28,32,9,add_to_cart
12114,4721,2025-02-21,15,14,view
12115,2322,2024-11-10,2,17,view
12116,1609,2026-02-22,42,12,view
12117,2987,2026-05-06,22,5,view
12118,4862,2024-09-25,6,13,add_to_cart
12119,1913,2026-02-03,21,5,view
12120,4762,2024-09-22,23,18,view
12121,1154,2026-04-04,52,17,view
12122,2639,2024-12-08,40,9,login
12123,3673,2024-07-03,22,2,view
12124,4818,2025-06-17,19,6,view
12125,2097,2024-10-08,39,1,login
12126,1165,2025-01-12,58,1,add_to_cart
12127,4502,2026-05-10,38,4,view
12128,441,2026-01-02,37,10,add_to_cart
12129,3343,2025-08-19,27,1,view
12130,3328,2026-05-29,41,18,add_to_cart
12131,4311,2025-06-30,38,10,add_to_cart
12132,47,2025-04-11,26,8,view
12133,4571,2024-12-30,4,1,view
12134,1723,2024-08-28,9,8,view
12135,1924,2026-05-29,10,8,login
12136,877,2024-11-07,12,13,login
12137,821,2025-05-02,33,14,view
12138,4646,2024-08-31,6,3,login
12139,4234,2026-05-10,23,16,login
12140,4049,2024-12-01,54,10,view
12141,2663,2025-11-18,54,18,login
12142,2672,2026-04-19,24,6,view
12143,1452,2025-08-31,55,5,view
12144,4254,2025-03-25,55,8,view
12145,3390,2026-03-10,27,5,view
12146,4477,2026-03-30,14,1,view
12147,595,2026-06-10,43,9,login
12148,2186,2026-02-11,4,19,view
12149,206,2025-03-24,15,18,add_to_cart
12150,4552,2025-07-01,43,12,view
12151,2266,2024-12-28,45,3,view
12152,4580,2025-02-20,24,1,view
12153,3989,2025-08-12,27,3,view
12154,889,2025-04-20,38,9,login
12155,1218,2024-09-16,16,14,login
12156,1889,2025-07-12,18,1,view
12157,432,2026-01-16,2,11,view
12158,1808,2024-06-26,36,18,login
12159,4584,2025-12-02,18,9,login
12160,1622,2025-02-21,31,9,login
12161,285,2026-04-11,35,10,view
12162,3534,2025-07-12,3,13,add_to_cart
12163,1066,2024-11-18,57,1,login
12164,2813,2025-09-06,46,16,view
12165,196,2024-12-23,52,10,login
12166,1313,2025-02-13,5,3,add_to_cart
12167,3336,2026-05-04,57,13,login
12168,177,2024-07-14,26,9,purchase
12169,1564,2025-07-23,10,7,add_to_cart
12170,4106,2024-12-03,17,12,view
12171,4447,2025-03-29,25,16,login
12172,1105,2025-01-12,43,9,login
12173,2307,2025-10-21,48,11,login
12174,3024,2026-03-11,30,1,view
12175,1277,2026-06-04,25,10,login
12176,1889,2025-01-18,1,5,login
12177,4069,2026-03-30,19,12,view
12178,4016,2024-10-03,14,3,login
12179,3640,2025-11-22,41,14,login
12180,3921,2025-10-25,6,11,view
12181,690,2025-06-19,50,11,login
12182,1375,2025-07-20,56,9,view
12183,1971,2025-08-01,57,17,view
12184,1536,2025-03-17,29,16,view
12185,4693,2025-08-28,31,15,login
12186,2637,2025-08-13,22,18,view
12187,2664,2026-06-06,25,16,view
12188,2064,2025-07-17,1,15,login
12189,1216,2024-09-21,12,4,login
12190,4362,2025-09-16,28,7,login
12191,4324,2024-10-27,38,7,login
12192,3677,2024-06-27,31,5,add_to_cart
12193,540,2025-05-18,58,8,login
12194,3854,2025-10-04,11,3,view
12195,1295,2025-04-09,12,6,login
12196,3436,2025-04-01,24,6,view
12197,1601,2025-04-07,31,3,login
12198,2676,2025-10-05,29,6,login
12199,91,2024-11-15,47,7,login
12200,2382,2024-11-01,9,10,login
12201,3392,2025-03-30,19,4,login
12202,3176,2025-11-13,11,11,view
12203,1544,2026-05-27,9,17,view
12204,1119,2025-09-23,11,6,view
12205,4610,2025-05-04,42,11,view
12206,1877,2026-03-07,54,16,view
12207,3973,2024-10-04,34,3,login
12208,3166,2025-06-07,20,14,view
12209,3880,2025-05-20,6,18,view
12210,4217,2025-12-02,18,1,view
12211,4534,2024-10-20,33,19,view
12212,3616,2024-10-01,17,14,login
12213,369,2024-12-19,39,13,login
12214,2215,2025-05-03,54,12,view
12215,2112,2025-08-08,34,15,add_to_cart
12216,1933,2024-12-16,48,14,view
12217,795,2024-08-19,4,16,login
12218,4262,2026-03-04,1,2,add_to_cart
12219,4257,2024-10-29,35,9,view
12220,918,2025-06-16,15,5,login
12221,3595,2025-03-07,35,6,view
12222,3627,2024-12-12,51,2,add_to_cart
12223,3805,2026-05-20,51,14,view
12224,860,2024-12-30,24,12,login
12225,4941,2024-09-19,45,6,login
12226,2964,2025-08-03,31,6,view
12227,3480,2024-11-22,27,2,add_to_cart
12228,2785,2025-10-05,43,1,view
12229,4015,2026-01-11,42,15,login
12230,1727,2025-09-30,59,11,add_to_cart
12231,1167,2025-12-14,20,14,view
12232,3333,2026-01-21,34,4,view
12233,3511,2025-03-10,57,15,add_to_cart
12234,2153,2025-03-06,51,18,login
12235,551,2025-10-22,33,2,login
12236,2558,2025-06-16,18,19,login
12237,574,2026-03-26,10,10,add_to_cart
12238,4415,2025-08-25,27,18,view
12239,2430,2026-03-15,47,13,login
12240,473,2026-01-18,25,12,view
12241,1794,2026-02-11,17,10,view
12242,3813,2024-07-11,6,1,view
12243,2213,2024-10-19,18,10,login
12244,1302,2026-05-20,16,9,add_to_cart
12245,2933,2026-02-14,9,7,add_to_cart
12246,4837,2026-06-07,8,15,view
12247,2853,2026-03-16,9,10,view
12248,287,2026-04-07,48,4,login
12249,4169,2026-04-02,4,1,login
12250,3009,2024-09-28,43,4,view
12251,1431,2026-05-11,3,18,login
12252,4332,2025-07-20,27,14,view
12253,2701,2024-06-29,22,19,view
12254,517,2024-08-23,31,15,login
12255,3479,2026-04-15,32,1,purchase
12256,317,2025-06-03,16,5,login
12257,2288,2025-07-07,37,13,login
12258,1697,2024-08-17,45,5,view
12259,906,2025-11-24,34,12,add_to_cart
12260,2247,2024-07-06,45,18,login
12261,1652,2025-05-08,59,7,add_to_cart
12262,25,2024-09-24,46,12,login
12263,3618,2025-08-28,27,5,view
12264,1064,2025-02-01,45,1,login
12265,1121,2025-03-24,41,18,add_to_cart
12266,4240,2026-04-20,21,8,login
12267,22,2026-05-27,46,10,view
12268,3045,2024-06-29,3,2,view
12269,3056,2024-09-27,54,12,view
12270,52,2026-01-18,20,13,view
12271,4733,2025-04-12,7,16,view
12272,4239,2025-11-11,20,1,view
12273,766,2026-01-26,42,1,purchase
12274,643,2025-09-02,58,7,view
12275,57,2025-01-24,11,11,add_to_cart
12276,3407,2025-01-09,24,7,login
12277,1042,2025-06-04,44,1,login
12278,2658,2024-12-06,20,1,view
12279,4269,2026-02-09,53,5,add_to_cart
12280,1458,2025-03-26,4,19,login
12281,4235,2025-11-16,1,14,add_to_cart
12282,4352,2024-11-28,48,18,purchase
12283,3571,2025-01-17,36,12,add_to_cart
12284,457,2024-08-29,23,13,purchase
12285,4252,2026-04-30,52,9,login
12286,1158,2026-03-29,54,3,login
12287,3512,2025-10-28,52,11,view
12288,1055,2025-01-20,40,1,add_to_cart
12289,3948,2025-12-09,34,6,login
12290,3416,2024-12-24,59,12,view
12291,4255,2025-10-11,25,14,purchase
12292,3752,2024-08-11,44,17,login
12293,2932,2024-07-09,12,1,login
12294,225,2026-01-14,55,2,view
12295,531,2024-12-01,17,19,login
12296,971,2024-11-07,46,8,view
12297,2443,2024-12-18,48,7,view
12298,2830,2026-01-08,54,19,login
12299,3849,2025-12-11,39,19,add_to_cart
12300,3766,2024-09-20,4,6,login
12301,3233,2026-03-20,56,7,login
12302,353,2025-07-31,21,10,login
12303,3127,2025-05-16,2,12,login
12304,3772,2026-03-28,5,2,add_to_cart
12305,3085,2025-11-12,29,9,login
12306,2783,2026-01-18,52,12,view
12307,629,2025-05-13,48,2,view
12308,1790,2025-06-15,8,17,login
12309,4288,2026-04-12,8,6,add_to_cart
12310,4166,2025-09-04,54,9,login
12311,4105,2025-10-23,41,5,login
12312,3521,2024-07-24,31,12,view
12313,4503,2026-05-07,21,10,add_to_cart
12314,863,2025-05-11,36,13,login
12315,565,2025-05-09,42,1,add_to_cart
12316,909,2025-10-25,52,16,login
12317,2439,2025-06-28,49,8,add_to_cart
12318,3089,2026-01-15,24,16,view
12319,4625,2025-01-01,26,14,view
12320,983,2025-06-16,15,13,add_to_cart
12321,3750,2025-06-25,53,6,login
12322,4270,2025-10-30,56,16,view
12323,1633,2025-10-22,12,1,add_to_cart
12324,4019,2024-09-29,2,2,view
12325,2571,2026-01-20,48,3,login
12326,3129,2024-07-26,53,7,view
12327,1807,2025-12-21,59,2,view
12328,1525,2026-06-05,33,3,view
12329,4954,2024-08-30,6,10,add_to_cart
12330,2201,2024-08-16,7,16,view
12331,1938,2025-11-12,12,11,view
12332,3396,2026-04-24,57,18,view
12333,2156,2024-08-02,46,3,login
12334,349,2025-01-31,39,14,login
12335,228,2024-06-17,31,18,view
12336,2229,2025-08-18,53,5,purchase
12337,1510,2024-12-12,25,4,purchase
12338,3680,2025-07-16,36,16,view
12339,4502,2024-12-27,40,15,add_to_cart
12340,3584,2024-12-24,52,1,add_to_cart
12341,3933,2026-01-13,36,6,add_to_cart
12342,4568,2025-06-14,57,18,view
12343,121,2026-04-04,37,13,add_to_cart
12344,2198,2025-08-23,5,12,view
12345,3717,2024-10-28,29,7,add_to_cart
12346,4927,2025-04-18,4,8,view
12347,2759,2024-06-29,36,17,view
12348,2411,2026-02-21,51,10,login
12349,2595,2024-08-20,20,15,login
12350,3148,2025-10-27,6,18,add_to_cart
12351,1156,2025-08-14,29,14,view
12352,3473,2025-05-29,10,17,login
12353,737,2025-06-15,2,13,login
12354,4891,2025-12-20,40,6,add_to_cart
12355,2460,2025-06-20,16,18,view
12356,2960,2026-02-16,58,9,view
12357,4660,2025-10-11,40,19,add_to_cart
12358,2094,2026-01-21,53,16,purchase
12359,410,2025-03-11,55,12,view
12360,2963,2025-10-29,49,19,login
12361,4519,2024-12-05,27,12,add_to_cart
12362,2188,2024-11-09,5,18,login
