user_id,signup_date,country,device,acquisition_channel
1217,2025-07-02,Thailand,tablet,referral
1218,2024-09-03,Malaysia,desktop,google
1219,2026-04-24,Singapore,mobile,tiktok
1220,2024-06-25,Thailand,mobile,organic
1221,2025-09-04,Thailand,mobile,google
1222,2025-01-22,Singapore,mobile,tiktok
1223,2025-06-15,Indonesia,mobile,google
1224,2025-06-22,Thailand,mobile,google
1225,2025-05-24,Indonesia,mobile,facebook
1226,2025-03-07,Malaysia,mobile,tiktok
1227,2024-11-06,Indonesia,mobile,referral
1228,2024-07-25,Singapore,desktop,google
1229,2024-12-29,Indonesia,mobile,organic
1230,2026-06-16,Malaysia,mobile,google
1231,2026-04-16,Indonesia,mobile,referral
1232,2025-06-22,Malaysia,mobile,google
1233,2024-09-12,Vietnam,mobile,organic
1234,2026-03-16,Malaysia,mobile,facebook
1235,2024-08-05,Malaysia,desktop,organic
1236,2025-04-23,Vietnam,mobile,google
1237,2025-07-02,Malaysia,tablet,google
1238,2024-08-12,Indonesia,mobile,facebook
1239,2025-09-07,Vietnam,mobile,tiktok
1240,2025-10-17,Singapore,mobile,google
1241,2025-12-01,Malaysia,desktop,organic
1242,2024-07-27,Singapore,mobile,organic
1243,2024-10-11,Singapore,mobile,google
1244,2024-10-09,Thailand,mobile,organic
1245,2026-03-08,Thailand,mobile,google
1246,2025-08-27,Thailand,mobile,referral
1247,2025-02-06,Indonesia,mobile,organic
1248,2024-08-21,Indonesia,desktop,google
1249,2024-12-25,Singapore,mobile,facebook
1250,2024-09-16,Thailand,mobile,referral
1251,2025-08-23,Vietnam,desktop,tiktok
1252,2026-01-30,Indonesia,mobile,google
1253,2025-05-05,Singapore,mobile,tiktok
1254,2025-09-29,Indonesia,mobile,facebook
1255,2025-09-22,Thailand,mobile,tiktok
1256,2026-02-20,Malaysia,mobile,tiktok
1257,2025-10-09,Singapore,mobile,tiktok
1258,2024-12-08,Vietnam,mobile,facebook
1259,2026-02-08,Indonesia,desktop,referral
1260,2025-07-26,Thailand,mobile,referral
1261,2025-04-07,Malaysia,mobile,google
1262,2025-05-31,Indonesia,desktop,google
1263,2026-05-22,Thailand,mobile,google
1264,2025-05-25,Vietnam,mobile,google
1265,2025-02-01,Thailand,mobile,google
1266,2026-04-15,Indonesia,mobile,google
1267,2025-09-16,Singapore,mobile,google
1268,2025-05-15,Vietnam,desktop,organic
1269,2025-02-08,Malaysia,tablet,tiktok
1270,2025-08-31,Malaysia,mobile,google
1271,2025-10-11,Indonesia,mobile,google
1272,2024-08-01,Indonesia,mobile,facebook
1273,2025-10-02,Malaysia,desktop,referral
1274,2026-01-11,Thailand,mobile,tiktok
1275,2024-09-01,Indonesia,mobile,google
1276,2026-01-29,Singapore,mobile,tiktok
1277,2024-11-24,Indonesia,mobile,tiktok
1278,2025-10-14,Indonesia,desktop,tiktok
1279,2024-11-26,Thailand,mobile,organic
1280,2025-01-07,Singapore,desktop,facebook
1281,2025-11-10,Thailand,mobile,tiktok
1282,2024-08-18,Thailand,mobile,facebook
1283,2024-10-15,Vietnam,mobile,facebook
1284,2024-12-19,Singapore,mobile,google
1285,2024-10-29,Indonesia,desktop,facebook
1286,2025-08-18,Singapore,mobile,facebook
1287,2024-08-13,Thailand,desktop,referral
1288,2024-10-15,Indonesia,mobile,google
1289,2024-06-18,Singapore,mobile,tiktok
1290,2025-04-29,Indonesia,mobile,google
1291,2025-05-31,Malaysia,mobile,google
1292,2025-12-03,Indonesia,mobile,tiktok
1293,2025-09-20,Singapore,desktop,facebook
1294,2025-06-15,Malaysia,mobile,facebook
1295,2025-01-28,Vietnam,mobile,referral
1296,2024-07-11,Vietnam,desktop,facebook
1297,2024-12-12,Indonesia,mobile,referral
1298,2025-01-25,Thailand,mobile,tiktok
1299,2025-12-17,Indonesia,desktop,google
1300,2025-01-21,Indonesia,mobile,referral
1301,2025-12-14,Thailand,mobile,organic
1302,2026-04-14,Malaysia,desktop,tiktok
1303,2025-06-03,Thailand,mobile,facebook
1304,2024-08-10,Malaysia,mobile,google
1305,2025-12-01,Singapore,tablet,organic
1306,2024-12-14,Malaysia,mobile,tiktok
1307,2026-06-03,Indonesia,desktop,organic
1308,2025-01-07,Thailand,desktop,google
1309,2026-02-17,Vietnam,mobile,facebook
1310,2026-02-20,Indonesia,mobile,google
1311,2025-10-14,Vietnam,mobile,facebook
1312,2025-09-17,Malaysia,mobile,tiktok
1313,2025-11-11,Thailand,mobile,google
1314,2026-03-02,Thailand,desktop,referral
1315,2026-06-11,Singapore,mobile,google
1316,2024-11-16,Singapore,mobile,facebook
1317,2025-05-12,Singapore,mobile,google
1318,2024-09-13,Indonesia,tablet,google
1319,2025-08-12,Malaysia,desktop,organic
1320,2024-12-07,Thailand,mobile,google
1321,2025-11-01,Thailand,mobile,google
1322,2024-10-09,Thailand,mobile,referral
1323,2026-05-22,Malaysia,mobile,facebook
1324,2025-01-08,Malaysia,tablet,tiktok
1325,2026-03-20,Malaysia,mobile,google
1326,2024-10-04,Vietnam,mobile,tiktok
1327,2024-08-10,Singapore,mobile,referral
1328,2024-08-01,Indonesia,mobile,google
1329,2024-10-22,Indonesia,desktop,google
1330,2026-02-21,Thailand,mobile,referral
1331,2025-02-09,Singapore,mobile,referral
1332,2025-09-21,Singapore,mobile,tiktok
1333,2026-01-18,Malaysia,mobile,tiktok
1334,2026-03-18,Singapore,mobile,referral
1335,2025-09-01,Indonesia,mobile,google
1336,2026-06-01,Malaysia,mobile,tiktok
1337,2025-01-26,Indonesia,mobile,google
1338,2025-05-23,Malaysia,mobile,google
1339,2024-09-20,Indonesia,mobile,referral
1340,2025-06-15,Vietnam,mobile,google
1341,2025-12-02,Thailand,mobile,facebook
1342,2025-02-07,Indonesia,mobile,referral
1343,2025-12-11,Malaysia,mobile,facebook
1344,2025-04-24,Malaysia,mobile,google
1345,2025-01-13,Singapore,tablet,google
1346,2025-07-09,Vietnam,tablet,referral
1347,2025-08-09,Indonesia,mobile,referral
1348,2025-07-04,Malaysia,mobile,facebook
1349,2025-05-22,Thailand,mobile,tiktok
1350,2024-08-17,Thailand,desktop,google
1351,2025-09-23,Vietnam,mobile,referral
1352,2024-07-16,Thailand,desktop,google
1353,2026-05-07,Indonesia,mobile,referral
1354,2025-05-17,Vietnam,mobile,google
1355,2026-01-07,Indonesia,mobile,referral
1356,2025-02-21,Singapore,mobile,organic
1357,2025-09-27,Indonesia,desktop,tiktok
1358,2024-12-27,Indonesia,mobile,facebook
1359,2024-07-06,Indonesia,mobile,tiktok
1360,2024-08-25,Malaysia,desktop,google
1361,2024-12-10,Indonesia,mobile,facebook
1362,2025-11-21,Indonesia,mobile,google
1363,2026-03-27,Singapore,mobile,referral
1364,2026-04-15,Singapore,mobile,tiktok
1365,2025-09-05,Thailand,desktop,tiktok
1366,2025-09-15,Thailand,mobile,google
1367,2024-07-02,Malaysia,mobile,facebook
1368,2026-01-31,Thailand,mobile,google
1369,2025-11-20,Malaysia,mobile,organic
1370,2026-03-16,Singapore,desktop,facebook
1371,2025-01-11,Thailand,mobile,google
1372,2025-09-06,Singapore,mobile,tiktok
1373,2024-07-17,Vietnam,mobile,google
1374,2026-01-29,Indonesia,mobile,tiktok
1375,2026-01-24,Indonesia,desktop,referral
1376,2024-10-30,Indonesia,mobile,organic
1377,2025-06-16,Malaysia,mobile,google
1378,2025-07-24,Malaysia,mobile,facebook
1379,2025-11-04,Thailand,mobile,facebook
1380,2025-05-25,Malaysia,mobile,facebook
1381,2026-05-28,Malaysia,mobile,google
1382,2025-01-18,Indonesia,desktop,facebook
1383,2024-11-03,Singapore,mobile,facebook
1384,2025-09-13,Indonesia,mobile,google
1385,2025-05-20,Indonesia,mobile,google
1386,2025-10-22,Singapore,mobile,referral
1387,2026-03-10,Vietnam,mobile,tiktok
1388,2025-07-02,Singapore,mobile,tiktok
1389,2024-08-25,Indonesia,mobile,google
1390,2025-06-16,Singapore,mobile,google
1391,2025-03-13,Singapore,tablet,tiktok
1392,2025-04-29,Thailand,desktop,organic
1393,2025-03-01,Thailand,desktop,tiktok
1394,2025-02-20,Malaysia,mobile,facebook
1395,2025-11-18,Indonesia,mobile,google
1396,2024-09-05,Indonesia,mobile,facebook
1397,2026-04-13,Indonesia,mobile,referral
1398,2024-10-18,Vietnam,mobile,facebook
1399,2025-02-27,Indonesia,mobile,google
1400,2025-05-01,Malaysia,mobile,facebook
1401,2025-12-06,Indonesia,mobile,google
1402,2025-07-05,Vietnam,mobile,tiktok
1403,2025-01-25,Thailand,mobile,google
1404,2025-11-12,Singapore,mobile,facebook
1405,2025-04-23,Thailand,mobile,facebook
1406,2026-03-09,Indonesia,mobile,tiktok
1407,2026-01-27,Indonesia,mobile,tiktok
1408,2025-08-17,Indonesia,desktop,referral
1409,2024-07-14,Thailand,mobile,tiktok
1410,2025-06-04,Indonesia,mobile,google
1411,2024-08-23,Indonesia,mobile,tiktok
1412,2025-02-15,Vietnam,mobile,tiktok
1413,2024-12-29,Singapore,desktop,facebook
1414,2025-02-22,Malaysia,mobile,tiktok
1415,2024-09-14,Indonesia,mobile,tiktok
1416,2026-02-06,Vietnam,mobile,google
1417,2025-04-25,Thailand,tablet,tiktok
1418,2026-04-18,Singapore,mobile,tiktok
1419,2025-07-20,Singapore,mobile,organic
1420,2026-03-18,Thailand,mobile,tiktok
1421,2024-06-16,Singapore,desktop,tiktok
1422,2025-11-08,Malaysia,mobile,tiktok
1423,2026-04-22,Indonesia,mobile,referral
1424,2025-08-11,Vietnam,mobile,organic
1425,2025-06-09,Singapore,mobile,facebook
1426,2025-05-02,Thailand,mobile,tiktok
1427,2024-07-28,Singapore,mobile,google
1428,2024-11-08,Indonesia,mobile,google
1429,2025-07-23,Thailand,mobile,referral
1430,2025-03-24,Thailand,mobile,referral
1431,2025-10-12,Thailand,mobile,facebook
1432,2026-01-24,Vietnam,mobile,google
1433,2025-07-08,Singapore,mobile,tiktok
1434,2025-10-14,Thailand,mobile,organic
1435,2025-05-25,Indonesia,mobile,referral
1436,2026-01-27,Singapore,mobile,facebook
1437,2024-07-26,Indonesia,desktop,google
1438,2024-11-21,Vietnam,mobile,referral
1439,2025-01-09,Vietnam,mobile,facebook
1440,2025-08-16,Singapore,mobile,tiktok
1441,2024-09-25,Thailand,desktop,facebook
1442,2026-06-06,Thailand,desktop,organic
1443,2025-01-25,Singapore,tablet,google
1444,2025-05-22,Indonesia,mobile,google
1445,2026-05-01,Thailand,mobile,tiktok
1446,2025-12-10,Singapore,mobile,organic
1447,2025-06-27,Malaysia,mobile,tiktok
1448,2024-09-18,Singapore,desktop,referral
1449,2024-07-08,Thailand,mobile,referral
1450,2025-10-18,Thailand,desktop,facebook
1451,2025-10-01,Indonesia,mobile,tiktok
1452,2026-02-26,Vietnam,mobile,facebook
1453,2024-12-18,Malaysia,mobile,facebook
1454,2025-12-19,Singapore,mobile,facebook
1455,2024-10-17,Indonesia,mobile,google
1456,2025-02-12,Indonesia,mobile,tiktok
1457,2025-08-17,Singapore,mobile,google
1458,2024-06-26,Malaysia,mobile,tiktok
1459,2025-08-18,Thailand,mobile,tiktok
1460,2025-04-28,Indonesia,mobile,tiktok
1461,2024-08-27,Singapore,mobile,facebook
1462,2024-12-07,Thailand,desktop,facebook
1463,2026-03-31,Vietnam,mobile,google
1464,2026-05-26,Singapore,mobile,tiktok
1465,2024-09-12,Indonesia,mobile,organic
1466,2025-06-09,Indonesia,mobile,google
1467,2024-09-15,Singapore,mobile,google
1468,2025-11-01,Thailand,mobile,tiktok
1469,2026-03-24,Vietnam,mobile,organic
1470,2024-10-13,Singapore,mobile,facebook
1471,2025-07-08,Singapore,mobile,facebook
1472,2026-06-10,Indonesia,mobile,tiktok
1473,2025-12-24,Thailand,mobile,tiktok
1474,2025-01-28,Singapore,mobile,organic
1475,2025-07-16,Thailand,mobile,tiktok
1476,2025-12-15,Malaysia,mobile,google
1477,2025-01-14,Singapore,desktop,facebook
1478,2025-05-04,Thailand,mobile,organic
1479,2026-03-26,Singapore,mobile,tiktok
1480,2025-06-25,Indonesia,tablet,google
1481,2025-06-17,Vietnam,desktop,google
1482,2024-12-22,Malaysia,mobile,organic
1483,2025-06-05,Singapore,desktop,tiktok
1484,2025-08-18,Indonesia,mobile,facebook
1485,2024-10-06,Indonesia,desktop,referral
1486,2025-04-09,Singapore,mobile,google
1487,2024-11-11,Thailand,mobile,tiktok
1488,2026-06-02,Thailand,tablet,google
1489,2025-09-24,Indonesia,mobile,google
1490,2025-07-15,Singapore,desktop,referral
1491,2026-01-16,Vietnam,tablet,google
1492,2026-04-29,Malaysia,mobile,tiktok
1493,2024-09-30,Thailand,mobile,facebook
1494,2026-04-18,Thailand,mobile,tiktok
1495,2024-08-09,Thailand,mobile,google
1496,2025-01-16,Indonesia,mobile,tiktok
1497,2026-02-06,Indonesia,mobile,google
1498,2026-02-19,Indonesia,mobile,referral
1499,2026-04-10,Indonesia,mobile,tiktok
1500,2025-05-04,Singapore,mobile,tiktok
1501,2025-03-06,Thailand,mobile,google
1502,2026-06-11,Singapore,mobile,google
1503,2026-02-17,Indonesia,mobile,facebook
1504,2025-07-15,Vietnam,mobile,tiktok
1505,2025-01-09,Singapore,mobile,facebook
1506,2026-03-15,Thailand,mobile,referral
1507,2024-06-17,Singapore,mobile,referral
1508,2025-01-21,Thailand,desktop,facebook
1509,2025-12-31,Indonesia,mobile,facebook
1510,2025-02-02,Vietnam,mobile,google
1511,2026-03-28,Malaysia,mobile,google
1512,2025-09-14,Malaysia,mobile,facebook
1513,2025-09-09,Thailand,mobile,google
1514,2025-11-10,Singapore,mobile,tiktok
1515,2025-07-01,Malaysia,mobile,tiktok
1516,2026-04-19,Indonesia,mobile,facebook
1517,2024-10-09,Indonesia,desktop,organic
1518,2025-05-28,Singapore,mobile,referral
1519,2025-08-08,Thailand,mobile,facebook
1520,2025-06-27,Indonesia,desktop,organic
1521,2025-03-11,Indonesia,mobile,referral
1522,2025-03-01,Singapore,mobile,referral
1523,2025-08-18,Malaysia,mobile,google
1524,2026-01-29,Vietnam,mobile,facebook
1525,2025-08-12,Malaysia,desktop,referral
1526,2025-04-04,Malaysia,mobile,google
1527,2025-06-04,Vietnam,mobile,organic
1528,2026-06-10,Malaysia,desktop,referral
1529,2025-02-20,Indonesia,tablet,tiktok
1530,2026-04-22,Singapore,mobile,facebook
1531,2024-11-09,Thailand,mobile,tiktok
1532,2025-12-09,Malaysia,mobile,facebook
1533,2024-12-18,Indonesia,mobile,tiktok
1534,2025-09-03,Malaysia,mobile,referral
1535,2025-04-09,Vietnam,mobile,referral
1536,2024-12-14,Vietnam,desktop,google
1537,2026-04-11,Vietnam,mobile,tiktok
1538,2026-02-08,Singapore,mobile,google
1539,2025-05-01,Malaysia,mobile,referral
1540,2024-07-19,Vietnam,mobile,referral
1541,2025-02-18,Vietnam,desktop,google
1542,2026-01-15,Indonesia,desktop,facebook
1543,2025-06-18,Malaysia,mobile,facebook
1544,2025-12-15,Thailand,mobile,tiktok
1545,2026-05-26,Indonesia,desktop,google
1546,2026-03-08,Vietnam,mobile,facebook
1547,2025-04-08,Indonesia,desktop,organic
1548,2025-04-11,Malaysia,desktop,google
1549,2025-11-13,Indonesia,mobile,facebook
1550,2026-02-21,Malaysia,desktop,google
1551,2026-03-15,Singapore,mobile,tiktok
1552,2025-11-04,Indonesia,mobile,google
1553,2024-10-12,Indonesia,mobile,google
1554,2025-07-05,Indonesia,mobile,facebook
1555,2024-07-14,Thailand,desktop,referral
1556,2024-09-22,Indonesia,mobile,referral
1557,2025-07-11,Indonesia,mobile,tiktok
1558,2025-09-17,Vietnam,mobile,google
1559,2025-02-28,Thailand,desktop,google
1560,2026-04-22,Vietnam,mobile,facebook
1561,2024-09-01,Malaysia,mobile,organic
1562,2026-04-26,Malaysia,desktop,tiktok
1563,2026-04-03,Singapore,mobile,tiktok
1564,2025-05-23,Vietnam,mobile,tiktok
1565,2024-09-01,Malaysia,mobile,tiktok
1566,2025-07-29,Vietnam,mobile,tiktok
1567,2026-05-24,Singapore,tablet,google
1568,2025-06-05,Singapore,mobile,facebook
1569,2024-06-27,Thailand,mobile,referral
1570,2025-12-29,Singapore,desktop,facebook
1571,2024-10-05,Thailand,mobile,google
1572,2025-04-30,Indonesia,mobile,tiktok
1573,2026-04-23,Thailand,tablet,tiktok
1574,2025-11-06,Vietnam,mobile,google
1575,2024-10-13,Malaysia,mobile,google
1576,2024-08-13,Singapore,desktop,referral
1577,2025-06-15,Indonesia,mobile,google
1578,2026-02-13,Singapore,mobile,organic
1579,2025-01-07,Thailand,mobile,tiktok
1580,2025-03-05,Malaysia,mobile,facebook
1581,2025-10-13,Indonesia,mobile,google
1582,2025-12-06,Vietnam,mobile,google
1583,2025-04-20,Singapore,mobile,tiktok
1584,2025-11-02,Indonesia,mobile,tiktok
1585,2024-08-17,Indonesia,mobile,referral
1586,2026-04-08,Vietnam,mobile,referral
1587,2025-02-26,Thailand,tablet,tiktok
1588,2026-04-09,Vietnam,desktop,google
1589,2025-11-21,Thailand,tablet,referral
1590,2026-04-14,Singapore,mobile,tiktok
1591,2025-08-04,Singapore,mobile,google
1592,2025-04-07,Indonesia,mobile,referral
1593,2025-02-16,Singapore,mobile,google
1594,2025-10-15,Malaysia,mobile,google
1595,2025-12-26,Thailand,mobile,tiktok
1596,2026-05-06,Malaysia,desktop,organic
1597,2026-01-26,Thailand,mobile,google
1598,2025-06-30,Vietnam,mobile,google
1599,2026-04-24,Malaysia,mobile,google
1600,2025-08-10,Indonesia,mobile,facebook
1601,2024-07-13,Singapore,mobile,organic
1602,2025-10-08,Singapore,desktop,tiktok
1603,2024-08-08,Singapore,tablet,google
1604,2024-12-15,Vietnam,mobile,referral
1605,2025-10-19,Singapore,mobile,referral
1606,2025-11-29,Vietnam,desktop,referral
1607,2026-06-01,Vietnam,mobile,google
1608,2025-01-25,Malaysia,mobile,tiktok
1609,2024-12-09,Thailand,mobile,facebook
1610,2026-01-17,Singapore,mobile,tiktok
1611,2024-08-25,Indonesia,mobile,facebook
1612,2025-05-19,Singapore,mobile,google
1613,2024-08-31,Malaysia,mobile,google
1614,2026-01-27,Malaysia,tablet,organic
1615,2025-10-21,Malaysia,mobile,google
1616,2025-12-14,Malaysia,desktop,google
1617,2026-04-24,Indonesia,mobile,organic
1618,2024-09-02,Malaysia,desktop,tiktok
1619,2025-05-26,Indonesia,mobile,google
1620,2024-10-23,Vietnam,desktop,referral
1621,2025-12-07,Indonesia,desktop,google
1622,2025-02-03,Malaysia,mobile,facebook
1623,2026-05-18,Malaysia,mobile,facebook
1624,2024-07-08,Indonesia,mobile,google
1625,2024-07-21,Singapore,mobile,google
1626,2025-02-22,Indonesia,mobile,facebook
1627,2026-02-24,Malaysia,desktop,google
1628,2024-07-29,Thailand,desktop,google
1629,2025-01-29,Singapore,desktop,tiktok
1630,2025-03-21,Indonesia,mobile,facebook
1631,2025-04-03,Malaysia,mobile,facebook
1632,2025-05-16,Malaysia,mobile,google
1633,2024-10-07,Singapore,mobile,google
1634,2024-12-22,Vietnam,mobile,tiktok
1635,2025-08-02,Singapore,mobile,organic
1636,2025-05-02,Singapore,tablet,google
1637,2025-08-29,Indonesia,mobile,referral
1638,2025-11-27,Thailand,mobile,google
1639,2026-02-21,Singapore,desktop,tiktok
1640,2024-11-02,Malaysia,desktop,tiktok
1641,2024-10-26,Vietnam,mobile,facebook
1642,2024-10-29,Vietnam,mobile,google
1643,2024-08-16,Thailand,mobile,facebook
1644,2025-10-02,Vietnam,mobile,tiktok
1645,2026-04-23,Vietnam,mobile,tiktok
1646,2025-04-09,Malaysia,desktop,facebook
1647,2025-10-10,Indonesia,desktop,tiktok
1648,2025-11-28,Thailand,desktop,tiktok
1649,2024-12-20,Indonesia,desktop,facebook
1650,2025-07-07,Indonesia,desktop,referral
1651,2026-05-26,Malaysia,mobile,tiktok
1652,2025-09-11,Indonesia,mobile,facebook
1653,2024-10-05,Malaysia,mobile,google
1654,2024-12-13,Indonesia,mobile,google
1655,2025-06-09,Malaysia,mobile,tiktok
1656,2025-10-24,Malaysia,tablet,facebook
1657,2024-12-30,Vietnam,mobile,tiktok
1658,2025-06-07,Vietnam,mobile,facebook
1659,2024-12-31,Malaysia,mobile,google
1660,2025-11-15,Malaysia,mobile,google
1661,2024-06-23,Vietnam,mobile,facebook
1662,2026-05-15,Indonesia,mobile,google
1663,2026-03-02,Indonesia,mobile,facebook
1664,2025-06-12,Indonesia,tablet,facebook
1665,2026-05-16,Malaysia,mobile,google
1666,2025-01-25,Vietnam,mobile,tiktok
1667,2025-11-24,Indonesia,mobile,tiktok
1668,2025-08-14,Thailand,desktop,tiktok
1669,2024-10-16,Vietnam,mobile,referral
1670,2024-08-12,Indonesia,mobile,tiktok
1671,2025-05-25,Singapore,mobile,tiktok
1672,2025-03-11,Indonesia,mobile,google
1673,2025-09-15,Singapore,mobile,facebook
1674,2025-02-03,Vietnam,mobile,tiktok
1675,2025-10-25,Vietnam,mobile,organic
1676,2025-05-11,Thailand,mobile,google
1677,2025-12-04,Indonesia,mobile,tiktok
1678,2024-12-27,Thailand,mobile,facebook
1679,2025-06-05,Singapore,mobile,facebook
1680,2026-04-03,Vietnam,mobile,organic
1681,2025-02-05,Indonesia,mobile,google
1682,2024-11-17,Indonesia,mobile,facebook
1683,2025-04-10,Thailand,mobile,tiktok
1684,2026-04-09,Thailand,mobile,referral
1685,2025-06-26,Singapore,mobile,tiktok
1686,2024-09-06,Indonesia,mobile,google
1687,2024-12-17,Thailand,mobile,organic
1688,2025-04-08,Vietnam,mobile,tiktok
1689,2025-09-03,Indonesia,mobile,tiktok
1690,2025-03-21,Malaysia,desktop,google
1691,2025-09-05,Thailand,mobile,tiktok
1692,2025-01-31,Singapore,tablet,tiktok
1693,2025-12-11,Indonesia,mobile,tiktok
1694,2025-01-31,Thailand,mobile,google
1695,2024-07-03,Indonesia,mobile,google
1696,2026-03-22,Thailand,desktop,google
1697,2025-11-09,Thailand,mobile,google
1698,2025-04-19,Singapore,desktop,google
1699,2025-01-15,Singapore,mobile,referral
1700,2024-06-22,Malaysia,mobile,google
1701,2025-08-29,Thailand,mobile,facebook
1702,2026-04-18,Malaysia,mobile,google
1703,2025-11-30,Malaysia,mobile,referral
1704,2026-02-10,Vietnam,tablet,referral
1705,2026-01-15,Indonesia,mobile,google
1706,2024-07-24,Indonesia,mobile,tiktok
1707,2026-05-24,Indonesia,mobile,tiktok
1708,2025-09-30,Vietnam,mobile,tiktok
1709,2026-01-15,Vietnam,mobile,tiktok
1710,2025-07-06,Malaysia,mobile,referral
1711,2026-03-24,Thailand,mobile,google
1712,2026-05-19,Singapore,tablet,tiktok
1713,2026-05-18,Indonesia,mobile,facebook
1714,2025-01-24,Vietnam,mobile,google
1715,2026-02-08,Thailand,desktop,tiktok
1716,2026-02-26,Vietnam,mobile,referral
1717,2024-12-11,Indonesia,mobile,tiktok
1718,2025-09-30,Malaysia,desktop,referral
1719,2026-02-28,Indonesia,mobile,google
1720,2025-03-16,Indonesia,mobile,google
1721,2024-12-03,Indonesia,mobile,tiktok
1722,2025-10-23,Thailand,mobile,organic
1723,2024-11-10,Malaysia,mobile,google
1724,2025-10-11,Indonesia,mobile,facebook
1725,2024-12-27,Singapore,mobile,tiktok
1726,2025-11-24,Indonesia,desktop,google
1727,2026-01-23,Thailand,desktop,tiktok
1728,2025-12-27,Indonesia,mobile,organic
1729,2026-02-02,Indonesia,desktop,facebook
1730,2025-11-10,Malaysia,desktop,google
1731,2025-11-26,Malaysia,mobile,referral
1732,2026-03-29,Vietnam,mobile,referral
1733,2024-09-30,Indonesia,mobile,tiktok
1734,2025-10-16,Malaysia,mobile,organic
1735,2024-08-30,Indonesia,mobile,organic
1736,2026-05-18,Malaysia,desktop,tiktok
1737,2025-10-16,Vietnam,mobile,organic
1738,2025-10-31,Malaysia,mobile,referral
1739,2024-07-16,Malaysia,mobile,tiktok
1740,2025-02-10,Indonesia,mobile,google
1741,2026-02-18,Malaysia,mobile,google
1742,2025-05-24,Malaysia,mobile,google
1743,2024-07-11,Thailand,desktop,google
1744,2025-09-09,Thailand,mobile,tiktok
1745,2025-03-26,Indonesia,mobile,tiktok
1746,2026-01-05,Singapore,mobile,facebook
1747,2024-09-26,Singapore,mobile,organic
1748,2024-08-25,Thailand,mobile,organic
1749,2026-05-23,Indonesia,mobile,referral
1750,2025-01-31,Vietnam,mobile,tiktok
1751,2025-02-24,Malaysia,tablet,facebook
1752,2026-01-17,Singapore,desktop,tiktok
1753,2025-05-04,Singapore,mobile,tiktok
1754,2024-10-30,Vietnam,mobile,referral
1755,2024-11-18,Thailand,mobile,organic
1756,2024-09-26,Thailand,mobile,tiktok
1757,2026-02-16,Vietnam,mobile,google
1758,2025-08-08,Singapore,mobile,referral
1759,2026-04-27,Thailand,mobile,google
1760,2025-03-27,Malaysia,desktop,tiktok
1761,2025-08-02,Vietnam,mobile,google
1762,2025-07-10,Vietnam,mobile,facebook
1763,2026-05-26,Vietnam,mobile,google
1764,2025-01-13,Indonesia,mobile,google
1765,2026-03-23,Singapore,mobile,referral
1766,2024-10-21,Singapore,mobile,facebook
1767,2025-01-01,Thailand,mobile,referral
1768,2026-05-26,Singapore,desktop,referral
1769,2026-03-18,Thailand,mobile,tiktok
1770,2025-06-25,Malaysia,desktop,referral
1771,2026-03-04,Malaysia,mobile,organic
1772,2025-01-31,Vietnam,mobile,tiktok
1773,2026-01-16,Malaysia,tablet,google
1774,2026-04-23,Thailand,mobile,google
1775,2025-03-06,Thailand,tablet,google
1776,2026-03-02,Thailand,mobile,google
1777,2024-09-13,Thailand,mobile,google
1778,2025-06-14,Malaysia,mobile,tiktok
1779,2024-08-13,Vietnam,desktop,tiktok
1780,2024-10-03,Thailand,desktop,google
1781,2026-01-22,Indonesia,desktop,google
1782,2024-12-08,Singapore,tablet,tiktok
1783,2026-04-15,Singapore,mobile,tiktok
1784,2025-11-23,Indonesia,mobile,organic
1785,2025-12-30,Malaysia,mobile,tiktok
1786,2025-11-21,Thailand,mobile,organic
1787,2025-04-20,Vietnam,mobile,facebook
1788,2026-04-03,Malaysia,mobile,facebook
1789,2026-03-02,Thailand,tablet,facebook
1790,2025-08-22,Malaysia,desktop,google
1791,2025-03-27,Malaysia,mobile,tiktok
1792,2024-08-25,Indonesia,mobile,referral
1793,2026-02-20,Thailand,mobile,referral
1794,2025-04-18,Malaysia,mobile,tiktok
1795,2024-06-26,Malaysia,mobile,facebook
1796,2025-01-07,Thailand,mobile,organic
1797,2025-08-06,Thailand,desktop,google
1798,2024-09-19,Thailand,desktop,facebook
1799,2025-06-04,Indonesia,mobile,google
1800,2025-03-29,Thailand,mobile,referral
1801,2025-11-20,Malaysia,tablet,organic
1802,2026-01-18,Malaysia,mobile,referral
1803,2025-11-20,Vietnam,mobile,tiktok
1804,2025-01-05,Thailand,mobile,google
1805,2025-09-13,Indonesia,mobile,google
1806,2025-04-07,Malaysia,mobile,tiktok
1807,2026-03-16,Thailand,mobile,google
1808,2025-10-24,Malaysia,tablet,tiktok
1809,2026-06-16,Thailand,mobile,organic
1810,2025-03-31,Malaysia,mobile,facebook
1811,2024-09-08,Indonesia,mobile,facebook
1812,2025-11-22,Singapore,mobile,facebook
1813,2024-12-14,Malaysia,desktop,google
1814,2025-06-17,Indonesia,mobile,google
1815,2024-07-05,Singapore,tablet,google
1816,2025-10-10,Singapore,mobile,facebook
1817,2026-05-03,Thailand,mobile,google
1818,2025-08-26,Malaysia,mobile,tiktok
1819,2025-02-25,Indonesia,mobile,tiktok
1820,2026-05-27,Malaysia,tablet,organic
1821,2025-10-02,Indonesia,mobile,google
1822,2024-12-04,Malaysia,mobile,tiktok
1823,2025-11-01,Indonesia,desktop,referral
